,symbol,emoji,kline,alert_price,Time_(MSK)
17852,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04351,2023-10-20 11:39:31.649000
17853,UMAUSDT,💥💥💥,1 kline,alert price: 1.374,2023-10-20 11:29:40.303000
17854,ASTRUSDT,🌊🌊🌊,2 kline,alert price: 0.04106,2023-10-20 11:29:02.845000
17855,1000PEPEUSDT,🌊🌊🌊,2 kline,alert price: 0.0006525,2023-10-20 11:29:01.024000
17856,TRXUSDT,🌊🌊🌊,2 kline,alert price: 0.09128,2023-10-20 11:28:28.063000
17857,UNIUSDT,🌊🌊🌊,2 kline,alert price: 4.058,2023-10-20 11:28:16.084000
17858,HOOKUSDT,🌊🌊🌊,3 kline,alert price: 0.7384,2023-10-20 11:28:15.406000
17859,COMBOUSDT,🌊🌊🌊,2 kline,alert price: 0.5124,2023-10-20 11:28:02.707000
17860,PERPUSDT,🌊🌊🌊,2 kline,alert price: 0.5138,2023-10-20 11:28:00.865000
17861,ZENUSDT,💥💥💥,1 kline,alert price: 7.782,2023-10-20 11:27:45.465000
17862,GMXUSDT,💥💥💥,1 kline,alert price: 36.74,2023-10-20 11:27:44.700000
17863,BTCUSDT_231229,💥💥💥,1 kline,alert price: 29953.7,2023-10-20 11:27:44.781000
17864,AGLDUSDT,🌊🌊🌊,2 kline,alert price: 0.5437,2023-10-20 11:27:43.063000
17865,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 29601.0,2023-10-20 11:27:42.557000
17866,DUSKUSDT,🌊🌊🌊,2 kline,alert price: 0.10897,2023-10-20 11:27:38.978000
17867,GALUSDT,🌊🌊🌊,2 kline,alert price: 1.1404,2023-10-20 11:26:57.583000
17868,ETHUSDT_240329,🌊🌊🌊,2 kline,alert price: 1622.53,2023-10-20 11:26:47.228000
17869,BLZUSDT,💥💥💥,1 kline,alert price: 0.16876,2023-10-20 11:26:09.095000
17870,KAVAUSDT,🌊🌊🌊,2 kline,alert price: 0.5763,2023-10-20 11:24:23.166000
17871,ARUSDT,🌊🌊🌊,2 kline,alert price: 3.892,2023-10-20 11:20:12.029000
17872,TRBUSDT,💥💥💥,1 kline,alert price: 64.476,2023-10-20 11:18:54.243000
17873,FTMUSDT,🌊🌊🌊,2 kline,alert price: 0.1812,2023-10-20 11:18:42.663000
17874,STXUSDT,💥💥💥,1 kline,alert price: 0.6499,2023-10-20 11:17:50.150000
17875,PHBUSDT,💥💥💥,1 kline,alert price: 0.5585,2023-10-20 11:17:45.667000
17876,BCHUSDT,💥💥💥,1 kline,alert price: 240.44,2023-10-20 11:17:28.406000
17877,HIGHUSDT,🌊🌊🌊,2 kline,alert price: 1.106,2023-10-20 11:17:14.084000
17878,STRAXUSDT,🌊🌊🌊,2 kline,alert price: 0.6616,2023-10-20 11:16:54.963000
17879,LOOMUSDT,🌊🌊🌊,2 kline,alert price: 0.1328,2023-10-20 11:16:50.335000
17880,SOLUSDT,💥💥💥,1 kline,alert price: 26.598,2023-10-20 11:15:18.324000
17881,OCEANUSDT,🌊🌊🌊,2 kline,alert price: 0.2821,2023-10-20 11:13:27.904000
17882,AGIXUSDT,🌊🌊🌊,2 kline,alert price: 0.1641,2023-10-20 11:13:26.122000
17883,EGLDUSDT,🌊🌊🌊,2 kline,alert price: 23.96,2023-10-20 11:02:55.624000
17884,WAXPUSDT,💥💥💥,1 kline,alert price: 0.05248,2023-10-20 11:00:27.022000
17885,BLURUSDT,💥💥💥,1 kline,alert price: 0.189,2023-10-20 11:00:14.864000
17886,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 29400.2,2023-10-20 10:48:31.223000
17887,PENDLEUSDT,🌊🌊🌊,2 kline,alert price: 0.7054,2023-10-20 10:27:55.565000
17888,ICXUSDT,🌊🌊🌊,2 kline,alert price: 0.182,2023-10-20 10:21:46.029000
17889,FETUSDT,🌊🌊🌊,2 kline,alert price: 0.2111,2023-10-20 10:20:02.094000
17890,ZRXUSDT,💥💥💥,1 kline,alert price: 0.2106,2023-10-20 10:12:40.400000
17891,FRONTUSDT,💥💥💥,1 kline,alert price: 0.2784,2023-10-20 09:59:35.021000
17892,CHZUSDT,💥💥💥,1 kline,alert price: 0.05817,2023-10-20 09:56:51.130000
17893,TRBUSDT,💥💥💥,1 kline,alert price: 64.522,2023-10-20 09:55:55.392000
17894,AMBUSDT,🌊🌊🌊,2 kline,alert price: 0.008213,2023-10-20 09:36:09.468000
17895,RUNEUSDT,💥💥💥,1 kline,alert price: 1.582,2023-10-20 09:35:55.263000
17896,TUSDT,💥💥💥,1 kline,alert price: 0.01955,2023-10-20 09:35:51.180000
17897,INJUSDT,🌊🌊🌊,2 kline,alert price: 8.698,2023-10-20 09:35:26.337000
17898,MKRUSDT,🌊🌊🌊,2 kline,alert price: 1430.1,2023-10-20 09:34:15.015000
17899,HIFIUSDT,🌊🌊🌊,2 kline,alert price: 0.4962,2023-10-20 09:33:30.254000
17900,HIFIUSDT,🌊🌊🌊,2 kline,alert price: 0.4962,2023-10-20 09:33:30.254000
17901,BLURUSDT,💥💥💥,1 kline,alert price: 0.1877,2023-10-20 09:15:55.647000
17902,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04354,2023-10-20 09:05:56.959000
17903,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1188,2023-10-20 08:56:55.173000
17904,OXTUSDT,💥💥💥,1 kline,alert price: 0.06025,2023-10-20 08:54:55.525000
17905,BICOUSDT,💥💥💥,1 kline,alert price: 0.2066,2023-10-20 08:52:40.970000
17906,SSVUSDT,🌊🌊🌊,2 kline,alert price: 12.09,2023-10-20 08:51:20.733000
17907,WAXPUSDT,💥💥💥,1 kline,alert price: 0.05266,2023-10-20 08:48:12.316000
17908,SEIUSDT,🌊🌊🌊,2 kline,alert price: 0.0992,2023-10-20 08:46:17.501000
17909,STORJUSDT,💥💥💥,1 kline,alert price: 0.3972,2023-10-20 08:43:49.708000
17910,CKBUSDT,🌊🌊🌊,2 kline,alert price: 0.00256,2023-10-20 08:43:31.492000
17911,1000PEPEUSDT,🌊🌊🌊,2 kline,alert price: 0.0006506,2023-10-20 08:14:13.302000
17912,MDTUSDT,💥💥💥,1 kline,alert price: 0.03868,2023-10-20 08:11:16.963000
17913,ZENUSDT,🌊🌊🌊,2 kline,alert price: 7.676,2023-10-20 08:01:32.091000
17914,SOLUSDT,💥💥💥,1 kline,alert price: 26.09,2023-10-20 07:59:26.285000
17915,TRUUSDT,💥💥💥,1 kline,alert price: 0.03328,2023-10-20 07:59:25.374000
17916,XVSUSDT,🌊🌊🌊,2 kline,alert price: 4.747,2023-10-20 07:55:17.189000
17917,1000FLOKIUSDT,💥💥💥,1 kline,alert price: 0.0186,2023-10-20 07:54:53.426000
17918,YGGUSDT,🌊🌊🌊,2 kline,alert price: 0.2237,2023-10-20 07:49:06.219000
17919,BLZUSDT,💥💥💥,1 kline,alert price: 0.16021,2023-10-20 07:43:33.038000
17920,DYDXUSDT,🌊🌊🌊,2 kline,alert price: 1.883,2023-10-20 07:42:53.561000
17921,FRONTUSDT,💥💥💥,1 kline,alert price: 0.2681,2023-10-20 07:42:37.584000
17922,PHBUSDT,💥💥💥,1 kline,alert price: 0.557,2023-10-20 07:33:41.049000
17923,EDUUSDT,💥💥💥,1 kline,alert price: 0.3863,2023-10-20 07:29:21.522000
17924,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 29311.3,2023-10-20 07:26:53.166000
17925,INJUSDT,🌊🌊🌊,2 kline,alert price: 8.679,2023-10-20 07:22:45.515000
17926,STXUSDT,🌊🌊🌊,2 kline,alert price: 0.6028,2023-10-20 07:19:38.791000
17927,BONDUSDT,💥💥💥,1 kline,alert price: 2.944,2023-10-20 07:17:59.086000
17928,ARBUSDT,💥💥💥,1 kline,alert price: 0.789,2023-10-20 07:14:52.988000
17929,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1099,2023-10-20 07:08:49.863000
17930,LQTYUSDT,🌊🌊🌊,2 kline,alert price: 1.4761,2023-10-20 07:06:12.939000
17931,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1528,2023-10-20 06:59:48.089000
17933,PENDLEUSDT,💥💥💥,1 kline,alert price: 0.7027,2023-10-20 06:30:27.523000
17934,LDOUSDT,🌊🌊🌊,2 kline,alert price: 1.5228,2023-10-20 06:29:34.846000
17935,GMXUSDT,🌊🌊🌊,2 kline,alert price: 36.0,2023-10-20 06:25:45.476000
17936,RLCUSDT,🌊🌊🌊,2 kline,alert price: 0.9704,2023-10-20 06:25:43.553000
17937,COMBOUSDT,🌊🌊🌊,2 kline,alert price: 0.5066,2023-10-20 06:25:41.575000
17938,XMRUSDT,🌊🌊🌊,2 kline,alert price: 153.37,2023-10-20 06:25:39.933000
17940,EDUUSDT,🌊🌊🌊,2 kline,alert price: 0.3823,2023-10-20 06:19:00.948000
17941,1000SHIBUSDT,🌊🌊🌊,2 kline,alert price: 0.006948,2023-10-20 06:18:38.233000
17942,QTUMUSDT,🌊🌊🌊,2 kline,alert price: 2.17,2023-10-20 06:18:34.193000
17943,BELUSDT,🌊🌊🌊,2 kline,alert price: 0.5342,2023-10-20 06:18:33.965000
17944,LUNA2USDT,🌊🌊🌊,2 kline,alert price: 0.3997,2023-10-20 06:18:23.891000
17945,FILUSDT,🌊🌊🌊,2 kline,alert price: 3.227,2023-10-20 06:18:23.675000
17946,1000PEPEUSDT,💥💥💥,1 kline,alert price: 0.0006411,2023-10-20 06:17:40.398000
17947,1INCHUSDT,💥💥💥,1 kline,alert price: 0.2464,2023-10-20 06:17:39.715000
17948,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 29288.0,2023-10-20 06:17:38.762000
17949,XLMUSDT,💥💥💥,1 kline,alert price: 0.10896,2023-10-20 06:17:38.549000
17950,PERPUSDT,💥💥💥,1 kline,alert price: 0.5121,2023-10-20 06:17:37.834000
17951,BCHUSDT,💥💥💥,1 kline,alert price: 232.44,2023-10-20 06:15:36.788000
17952,1000XECUSDT,💥💥💥,1 kline,alert price: 0.02575,2023-10-20 06:15:32.286000
17953,WAXPUSDT,💥💥💥,1 kline,alert price: 0.0531,2023-10-20 06:14:49.618000
17954,ARUSDT,🌊🌊🌊,2 kline,alert price: 3.834,2023-10-20 06:14:00.168000
17955,API3USDT,🌊🌊🌊,2 kline,alert price: 1.0218,2023-10-20 06:01:54.118000
17956,CHZUSDT,💥💥💥,1 kline,alert price: 0.05817,2023-10-20 05:59:00.940000
17957,BLZUSDT,💥💥💥,1 kline,alert price: 0.15514,2023-10-20 05:52:19.031000
17958,SNXUSDT,💥💥💥,1 kline,alert price: 1.943,2023-10-20 05:51:51.550000
17959,OCEANUSDT,🌊🌊🌊,2 kline,alert price: 0.2797,2023-10-20 05:46:03.526000
17960,CVXUSDT,💥💥💥,1 kline,alert price: 2.515,2023-10-20 05:46:00.418000
17961,RENUSDT,💥💥💥,1 kline,alert price: 0.04198,2023-10-20 05:45:34.561000
17962,AGLDUSDT,💥💥💥,1 kline,alert price: 0.5406,2023-10-20 05:45:33.948000
17963,HOOKUSDT,💥💥💥,1 kline,alert price: 0.7286,2023-10-20 05:45:29.680000
17964,BTCUSDT_240329,💥💥💥,1 kline,alert price: 29633.0,2023-10-20 05:45:28.296000
17965,BTCUSDT_231229,💥💥💥,1 kline,alert price: 29376.1,2023-10-20 05:45:27.624000
17966,TRBUSDT,💥💥💥,1 kline,alert price: 61.392,2023-10-20 05:44:49.153000
17967,ANTUSDT,💥💥💥,1 kline,alert price: 4.641,2023-10-20 05:36:52.333000
17968,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 28935.0,2023-10-20 05:34:11.571000
17969,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1499,2023-10-20 05:33:59.122000
17970,IOTXUSDT,💥💥💥,1 kline,alert price: 0.01781,2023-10-20 05:30:42.329000
17971,WAVESUSDT,🌊🌊🌊,2 kline,alert price: 1.4611,2023-10-20 05:21:35.502000
17972,YFIUSDT,🌊🌊🌊,2 kline,alert price: 4974.0,2023-10-20 05:21:15.074000
17973,LTCUSDT,🌊🌊🌊,2 kline,alert price: 62.19,2023-10-20 05:20:27.695000
17974,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04532,2023-10-20 05:18:49.375000
17975,BONDUSDT,💥💥💥,1 kline,alert price: 2.926,2023-10-20 05:18:37.319000
17976,RLCUSDT,🌊🌊🌊,2 kline,alert price: 0.9565,2023-10-20 05:10:21.839000
17977,VETUSDT,🌊🌊🌊,2 kline,alert price: 0.01623,2023-10-20 05:02:17.109000
17978,ARPAUSDT,💥💥💥,1 kline,alert price: 0.03968,2023-10-20 05:01:11.809000
17979,TUSDT,💥💥💥,1 kline,alert price: 0.0191,2023-10-20 04:47:46.782000
17980,BLZUSDT,💥💥💥,1 kline,alert price: 0.15195,2023-10-20 04:40:23.131000
17981,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6403,2023-10-20 04:39:32.549000
17982,1000FLOKIUSDT,🌊🌊🌊,2 kline,alert price: 0.01788,2023-10-20 04:37:44.185000
17983,STPTUSDT,💥💥💥,1 kline,alert price: 0.06095,2023-10-20 04:35:14.003000
17984,ARKMUSDT,🌊🌊🌊,2 kline,alert price: 0.3001,2023-10-20 04:33:58.028000
17985,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.2561,2023-10-20 04:28:34.224000
17986,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4462,2023-10-20 04:26:54.503000
17987,KEYUSDT,💥💥💥,1 kline,alert price: 0.006023,2023-10-20 04:25:42.277000
17988,PHBUSDT,🌊🌊🌊,2 kline,alert price: 0.5394,2023-10-20 03:57:02.445000
17989,HBARUSDT,🌊🌊🌊,2 kline,alert price: 0.04618,2023-10-20 03:17:43.012000
17990,SUIUSDT,💥💥💥,1 kline,alert price: 0.3729,2023-10-20 03:08:43.939000
17991,KAVAUSDT,🌊🌊🌊,2 kline,alert price: 0.5703,2023-10-20 03:07:25.716000
17992,BLURUSDT,🌊🌊🌊,2 kline,alert price: 0.1793,2023-10-20 03:06:37.431000
17993,CVXUSDT,🌊🌊🌊,2 kline,alert price: 2.477,2023-10-20 03:04:23.163000
17994,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6584,2023-10-20 03:00:17.410000
17995,TUSDT,🌊🌊🌊,2 kline,alert price: 0.01943,2023-10-20 03:00:08.317000
17996,DUSKUSDT,🌊🌊🌊,2 kline,alert price: 0.10586,2023-10-20 02:59:29.465000
17997,KEYUSDT,💥💥💥,1 kline,alert price: 0.005987,2023-10-20 02:58:28.201000
17998,KSMUSDT,🌊🌊🌊,2 kline,alert price: 16.88,2023-10-20 02:42:03.373000
17999,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4444,2023-10-20 02:28:40.901000
18000,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4444,2023-10-20 02:28:40.901000
18001,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1049,2023-10-20 02:24:59.105000
18002,ARKMUSDT,🌊🌊🌊,2 kline,alert price: 0.2991,2023-10-20 02:12:47.079000
18003,STPTUSDT,💥💥💥,1 kline,alert price: 0.06592,2023-10-20 02:00:10.260000
18004,BONDUSDT,💥💥💥,1 kline,alert price: 2.875,2023-10-20 01:57:48.274000
18005,KEYUSDT,💥💥💥,1 kline,alert price: 0.005993,2023-10-20 01:38:53.372000
18006,ICPUSDT,🌊🌊🌊,2 kline,alert price: 3.006,2023-10-20 01:34:15.095000
18007,STXUSDT,💥💥💥,1 kline,alert price: 0.5675,2023-10-20 01:15:52.037000
18008,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.15,2023-10-20 01:13:13.688000
18009,STRAXUSDT,💥💥💥,1 kline,alert price: 0.641,2023-10-20 00:55:57.880000
18010,BONDUSDT,💥💥💥,1 kline,alert price: 2.834,2023-10-20 00:30:42.409000
18011,DUSKUSDT,💥💥💥,1 kline,alert price: 0.10538,2023-10-20 00:10:41.913000
18012,BLZUSDT,💥💥💥,1 kline,alert price: 0.15517,2023-10-19 23:56:17.193000
18013,1000SHIBUSDT,💥💥💥,1 kline,alert price: 0.006852,2023-10-19 23:55:59.151000
18014,OMGUSDT,🌊🌊🌊,2 kline,alert price: 0.4371,2023-10-19 23:44:35.102000
18015,AVAXUSDT,🌊🌊🌊,2 kline,alert price: 9.079,2023-10-19 23:44:33.216000
18016,KEYUSDT,🌊🌊🌊,2 kline,alert price: 0.005998,2023-10-19 23:44:22.122000
18017,1000PEPEUSDT,🌊🌊🌊,2 kline,alert price: 0.0006323,2023-10-19 23:44:16.253000
18018,RENUSDT,🌊🌊🌊,2 kline,alert price: 0.04096,2023-10-19 23:44:16.179000
18019,AAVEUSDT,💥💥💥,1 kline,alert price: 64.31,2023-10-19 23:43:19.460000
18020,SUIUSDT,💥💥💥,1 kline,alert price: 0.3703,2023-10-19 23:43:18.284000
18021,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 28849.4,2023-10-19 23:43:16.704000
18022,XLMUSDT,💥💥💥,1 kline,alert price: 0.10442,2023-10-19 23:43:13.836000
18023,ARUSDT,🌊🌊🌊,2 kline,alert price: 3.781,2023-10-19 23:43:11.364000
18024,XRPUSDT,💥💥💥,1 kline,alert price: 0.4916,2023-10-19 23:43:10.150000
18025,STPTUSDT,💥💥💥,1 kline,alert price: 0.06619,2023-10-19 23:29:31.265000
18026,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6465,2023-10-19 23:28:03.467000
18027,HFTUSDT,🌊🌊🌊,2 kline,alert price: 0.2115,2023-10-19 23:19:21.645000
18028,BONDUSDT,💥💥💥,1 kline,alert price: 2.772,2023-10-19 23:13:30.029000
18029,MINAUSDT,🌊🌊🌊,2 kline,alert price: 0.3819,2023-10-19 22:55:39.030000
18030,BNTUSDT,💥💥💥,1 kline,alert price: 0.5986,2023-10-19 22:51:57.139000
18031,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1514,2023-10-19 22:50:56.485000
18032,DUSKUSDT,🌊🌊🌊,2 kline,alert price: 0.10506,2023-10-19 22:48:00.064000
18033,BANDUSDT,💥💥💥,1 kline,alert price: 1.4452,2023-10-19 22:21:18.860000
18034,WAXPUSDT,💥💥💥,1 kline,alert price: 0.05634,2023-10-19 22:03:07.374000
18035,LOOMUSDT,🌊🌊🌊,2 kline,alert price: 0.1029,2023-10-19 22:02:00.040000
18036,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6409,2023-10-19 22:01:22.717000
18037,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04605,2023-10-19 22:00:49.960000
18038,STXUSDT,🌊🌊🌊,2 kline,alert price: 0.5647,2023-10-19 21:43:13.976000
18039,C98USDT,🌊🌊🌊,2 kline,alert price: 0.1417,2023-10-19 20:53:42.110000
18040,WAXPUSDT,💥💥💥,1 kline,alert price: 0.0555,2023-10-19 20:46:15.286000
18041,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4757,2023-10-19 20:41:53.472000
18042,BONDUSDT,💥💥💥,1 kline,alert price: 2.661,2023-10-19 20:36:55.086000
18043,LOOMUSDT,💥💥💥,1 kline,alert price: 0.0978,2023-10-19 20:36:33.498000
18044,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.0646,2023-10-19 20:32:19.632000
18045,KEYUSDT,💥💥💥,1 kline,alert price: 0.006005,2023-10-19 20:03:02.135000
18046,ARKUSDT,💥💥💥,1 kline,alert price: 0.4392,2023-10-19 20:01:24.116000
18047,GLMRUSDT,🌊🌊🌊,2 kline,alert price: 0.1671,2023-10-19 19:58:12.028000
18048,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6313,2023-10-19 19:57:51.079000
18049,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1467,2023-10-19 19:40:43.283000
18050,BCHUSDT,🌊🌊🌊,2 kline,alert price: 233.56,2023-10-19 19:23:06.248000
18051,1000XECUSDT,🌊🌊🌊,2 kline,alert price: 0.02558,2023-10-19 19:19:34.370000
18052,KAVAUSDT,💥💥💥,1 kline,alert price: 0.5681,2023-10-19 19:18:44.802000
18053,ETCUSDT,🌊🌊🌊,3 kline,alert price: 14.85,2023-10-19 19:18:30.455000
18054,BATUSDT,🌊🌊🌊,2 kline,alert price: 0.1734,2023-10-19 19:18:03.001000
18055,SKLUSDT,🌊🌊🌊,2 kline,alert price: 0.01978,2023-10-19 19:18:01.774000
18056,LPTUSDT,🌊🌊🌊,2 kline,alert price: 5.427,2023-10-19 19:18:01.206000
18057,IDUSDT,🌊🌊🌊,2 kline,alert price: 0.1757,2023-10-19 19:17:41.176000
18058,ARKMUSDT,🌊🌊🌊,2 kline,alert price: 0.2972,2023-10-19 19:17:38.730000
18059,XVSUSDT,🌊🌊🌊,2 kline,alert price: 4.601,2023-10-19 19:17:36.553000
18060,BANDUSDT,💥💥💥,1 kline,alert price: 1.4793,2023-10-19 19:17:25.139000
18061,GMXUSDT,🌊🌊🌊,2 kline,alert price: 35.05,2023-10-19 19:17:16.877000
18062,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 28897.4,2023-10-19 19:16:32.845000
18063,STXUSDT,💥💥💥,1 kline,alert price: 0.5585,2023-10-19 19:16:31.199000
18064,ALPHAUSDT,💥💥💥,1 kline,alert price: 0.06844,2023-10-19 19:16:30.412000
18065,WOOUSDT,💥💥💥,1 kline,alert price: 0.16599,2023-10-19 19:16:29.472000
18066,MAGICUSDT,💥💥💥,1 kline,alert price: 0.4237,2023-10-19 19:16:28.742000
18067,LUNA2USDT,💥💥💥,1 kline,alert price: 0.4029,2023-10-19 19:16:27.152000
18068,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.2579,2023-10-19 19:04:55.075000
18069,EDUUSDT,🌊🌊🌊,2 kline,alert price: 0.3813,2023-10-19 19:02:03.000000
18070,STGUSDT,🌊🌊🌊,2 kline,alert price: 0.3924,2023-10-19 19:01:57.218000
18071,MDTUSDT,🌊🌊🌊,2 kline,alert price: 0.03794,2023-10-19 19:01:56.276000
18072,OMGUSDT,🌊🌊🌊,2 kline,alert price: 0.4377,2023-10-19 19:01:52.164000
18073,SUSHIUSDT,🌊🌊🌊,2 kline,alert price: 0.5306,2023-10-19 19:01:52.056000
18074,XVGUSDT,🌊🌊🌊,2 kline,alert price: 0.003166,2023-10-19 19:01:37.583000
18075,LOOMUSDT,💥💥💥,1 kline,alert price: 0.0996,2023-10-19 19:00:28.305000
18076,STORJUSDT,🌊🌊🌊,2 kline,alert price: 0.3775,2023-10-19 19:00:28.088000
18079,SOLUSDT,🌊🌊🌊,2 kline,alert price: 24.783,2023-10-19 18:45:49.062000
18080,BLZUSDT,💥💥💥,1 kline,alert price: 0.1555,2023-10-19 18:35:10.020000
18084,BONDUSDT,💥💥💥,1 kline,alert price: 2.794,2023-10-19 18:13:46.910000
18085,INJUSDT,💥💥💥,1 kline,alert price: 8.565,2023-10-19 18:00:49.272000
18086,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.06604,2023-10-19 17:56:46.214000
18087,UNFIUSDT,🌊🌊🌊,3 kline,alert price: 5.932,2023-10-19 17:53:03.000000
18088,XVGUSDT,🌊🌊🌊,2 kline,alert price: 0.003174,2023-10-19 17:52:01.515000
18089,WOOUSDT,🌊🌊🌊,2 kline,alert price: 0.16569,2023-10-19 17:52:01.184000
18090,AXSUSDT,🌊🌊🌊,2 kline,alert price: 4.118,2023-10-19 17:52:01.164000
18091,ZENUSDT,🌊🌊🌊,2 kline,alert price: 7.409,2023-10-19 17:52:00.636000
18092,STORJUSDT,🌊🌊🌊,2 kline,alert price: 0.3793,2023-10-19 17:52:00.454000
18093,1000SHIBUSDT,🌊🌊🌊,2 kline,alert price: 0.006723,2023-10-19 17:51:11.371000
18094,SUSHIUSDT,🌊🌊🌊,2 kline,alert price: 0.5303,2023-10-19 17:51:10.249000
18095,XRPUSDT,🌊🌊🌊,2 kline,alert price: 0.4851,2023-10-19 17:51:10.254000
18096,COMBOUSDT,🌊🌊🌊,2 kline,alert price: 0.4993,2023-10-19 17:51:09.627000
18097,BTCUSDT_231229,🌊🌊🌊,2 kline,alert price: 28998.2,2023-10-19 17:51:08.631000
18098,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 28700.0,2023-10-19 17:50:46.463000
18099,SPELLUSDT,🌊🌊🌊,2 kline,alert price: 0.0004166,2023-10-19 17:37:44.756000
18100,SPELLUSDT,🌊🌊🌊,2 kline,alert price: 0.0004166,2023-10-19 17:37:44.756000
18101,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6426,2023-10-19 17:30:50.205000
18102,LEVERUSDT,🌊🌊🌊,2 kline,alert price: 0.001215,2023-10-19 17:10:04.975000
18103,BANDUSDT,💥💥💥,1 kline,alert price: 1.46,2023-10-19 17:00:53.690000
18104,MINAUSDT,🌊🌊🌊,2 kline,alert price: 0.3793,2023-10-19 16:55:00.357000
18106,STORJUSDT,🌊🌊🌊,2 kline,alert price: 0.3838,2023-10-19 16:31:50.890000
18107,TRBUSDT,🌊🌊🌊,2 kline,alert price: 62.653,2023-10-19 16:30:49.067000
18108,BNXUSDT,🌊🌊🌊,3 kline,alert price: 0.246,2023-10-19 16:27:20.542000
18109,ARBUSDT,💥💥💥,1 kline,alert price: 0.7783,2023-10-19 16:22:40.811000
18110,WLDUSDT,💥💥💥,1 kline,alert price: 1.4912,2023-10-19 16:22:23.341000
18111,AVAXUSDT,💥💥💥,1 kline,alert price: 8.957,2023-10-19 16:22:21.490000
18112,EGLDUSDT,💥💥💥,1 kline,alert price: 24.15,2023-10-19 16:15:51.175000
18113,KEYUSDT,💥💥💥,1 kline,alert price: 0.005896,2023-10-19 16:11:41.251000
18114,IMXUSDT,💥💥💥,1 kline,alert price: 0.5171,2023-10-19 16:11:01.525000
18115,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.2572,2023-10-19 16:09:34.955000
18116,BLZUSDT,💥💥💥,1 kline,alert price: 0.15466,2023-10-19 16:05:48.250000
18117,AAVEUSDT,💥💥💥,1 kline,alert price: 62.0,2023-10-19 15:59:37.715000
18118,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6406,2023-10-19 15:58:41.813000
18119,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04255,2023-10-19 15:57:34.562000
18120,RUNEUSDT,🌊🌊🌊,2 kline,alert price: 1.568,2023-10-19 15:50:07.110000
18121,BANDUSDT,💥💥💥,1 kline,alert price: 1.4152,2023-10-19 15:48:59.057000
18122,RNDRUSDT,🌊🌊🌊,2 kline,alert price: 1.9532,2023-10-19 15:48:23.357000
18123,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.06581,2023-10-19 15:46:38.602000
18124,PENDLEUSDT,🌊🌊🌊,2 kline,alert price: 0.6795,2023-10-19 15:40:28.852000
18125,ZENUSDT,💥💥💥,1 kline,alert price: 7.509,2023-10-19 15:38:37.346000
18126,APTUSDT,🌊🌊🌊,2 kline,alert price: 4.998,2023-10-19 15:37:42.080000
18127,WAXPUSDT,💥💥💥,1 kline,alert price: 0.05615,2023-10-19 15:36:40.891000
18128,JASMYUSDT,🌊🌊🌊,2 kline,alert price: 0.003027,2023-10-19 15:30:47.371000
18129,HFTUSDT,💥💥💥,1 kline,alert price: 0.2124,2023-10-19 15:29:39.028000
18130,BLURUSDT,💥💥💥,1 kline,alert price: 0.1767,2023-10-19 15:25:40.315000
18131,ZRXUSDT,💥💥💥,1 kline,alert price: 0.2099,2023-10-19 15:19:49.089000
