,symbol,emoji,kline,alert_price,Time_(MSK)
18132,STXUSDT,💥💥💥,1 kline,alert price: 0.5535,2023-10-19 15:02:54.788000
18133,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1056,2023-10-19 15:00:53.288000
18134,BLZUSDT,💥💥💥,1 kline,alert price: 0.1516,2023-10-19 14:56:47.108000
18135,STPTUSDT,💥💥💥,1 kline,alert price: 0.0655,2023-10-19 14:33:41.291000
18136,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1501,2023-10-19 14:32:51.385000
18137,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04226,2023-10-19 14:32:40.257000
18138,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4841,2023-10-19 14:22:34.618000
18139,KEYUSDT,💥💥💥,1 kline,alert price: 0.005827,2023-10-19 14:15:52.285000
18140,ARPAUSDT,🌊🌊🌊,2 kline,alert price: 0.03998,2023-10-19 14:01:28.403000
18141,TRUUSDT,💥💥💥,1 kline,alert price: 0.03231,2023-10-19 13:58:58.328000
18142,1000PEPEUSDT,🌊🌊🌊,2 kline,alert price: 0.0006248,2023-10-19 13:57:50.281000
18143,MTLUSDT,💥💥💥,1 kline,alert price: 1.2422,2023-10-19 13:52:19.500000
18144,1000FLOKIUSDT,💥💥💥,1 kline,alert price: 0.01799,2023-10-19 13:50:46.312000
18145,OXTUSDT,🌊🌊🌊,2 kline,alert price: 0.05878,2023-10-19 13:49:10.068000
18146,SEIUSDT,🌊🌊🌊,2 kline,alert price: 0.0957,2023-10-19 13:49:09.422000
18147,TRBUSDT,💥💥💥,1 kline,alert price: 61.402,2023-10-19 13:46:47.493000
18148,YGGUSDT,🌊🌊🌊,2 kline,alert price: 0.2212,2023-10-19 13:46:33.453000
18149,BLZUSDT,💥💥💥,1 kline,alert price: 0.14902,2023-10-19 13:45:22.285000
18150,NMRUSDT,🌊🌊🌊,2 kline,alert price: 11.87,2023-10-19 13:43:47.527000
18151,XRPUSDT,💥💥💥,1 kline,alert price: 0.4824,2023-10-19 13:39:59.603000
18152,XVGUSDT,🌊🌊🌊,2 kline,alert price: 0.003148,2023-10-19 13:33:16.431000
18153,SPELLUSDT,💥💥💥,1 kline,alert price: 0.0004135,2023-10-19 13:32:41.899000
18154,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6378,2023-10-19 13:28:37.633000
18155,PENDLEUSDT,🌊🌊🌊,2 kline,alert price: 0.6725,2023-10-19 13:28:31.829000
18156,BNTUSDT,💥💥💥,1 kline,alert price: 0.5885,2023-10-19 13:21:37.486000
18157,WLDUSDT,🌊🌊🌊,2 kline,alert price: 1.4794,2023-10-19 13:13:34.741000
18158,BCHUSDT,🌊🌊🌊,2 kline,alert price: 228.85,2023-10-19 13:08:59.749000
18159,IDEXUSDT,🌊🌊🌊,2 kline,alert price: 0.04224,2023-10-19 13:08:01.519000
18160,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 28474.6,2023-10-19 13:07:42.591000
18161,STGUSDT,🌊🌊🌊,2 kline,alert price: 0.3882,2023-10-19 13:07:00.113000
18162,SOLUSDT,🌊🌊🌊,2 kline,alert price: 24.044,2023-10-19 13:06:47.369000
18163,ARKMUSDT,🌊🌊🌊,2 kline,alert price: 0.2998,2023-10-19 12:39:23.098000
18164,1000XECUSDT,💥💥💥,1 kline,alert price: 0.02508,2023-10-19 12:35:13.428000
18165,STXUSDT,🌊🌊🌊,2 kline,alert price: 0.5458,2023-10-19 12:31:34.012000
18166,SXPUSDT,💥💥💥,1 kline,alert price: 0.2639,2023-10-19 12:31:18.024000
18167,KEYUSDT,💥💥💥,1 kline,alert price: 0.005784,2023-10-19 12:30:49.037000
18168,ARKUSDT,💥💥💥,1 kline,alert price: 0.442,2023-10-19 12:17:25.391000
18169,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1491,2023-10-19 12:15:52.247000
18170,AMBUSDT,💥💥💥,1 kline,alert price: 0.008095,2023-10-19 12:11:54.391000
18171,STORJUSDT,💥💥💥,1 kline,alert price: 0.3606,2023-10-19 12:08:11.007000
18172,FETUSDT,🌊🌊🌊,2 kline,alert price: 0.2013,2023-10-19 12:02:52.478000
18173,PERPUSDT,🌊🌊🌊,2 kline,alert price: 0.5148,2023-10-19 11:58:57.686000
18174,YGGUSDT,💥💥💥,1 kline,alert price: 0.2205,2023-10-19 11:57:58.216000
18175,BLURUSDT,💥💥💥,1 kline,alert price: 0.1852,2023-10-19 11:51:25.225000
18176,HIFIUSDT,🌊🌊🌊,2 kline,alert price: 0.4878,2023-10-19 11:47:48.035000
18177,BLZUSDT,🌊🌊🌊,2 kline,alert price: 0.153,2023-10-19 11:46:11.290000
18178,STRAXUSDT,💥💥💥,1 kline,alert price: 0.6925,2023-10-19 11:44:57.211000
18179,MINAUSDT,💥💥💥,1 kline,alert price: 0.3803,2023-10-19 11:42:36.489000
18180,CYBERUSDT,💥💥💥,1 kline,alert price: 4.113,2023-10-19 11:22:57.265000
18181,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1159,2023-10-19 11:22:45.063000
18182,STPTUSDT,🌊🌊🌊,3 kline,alert price: 0.06738,2023-10-19 11:09:37.387000
18183,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04327,2023-10-19 11:07:49.943000
18184,ARKUSDT,💥💥💥,1 kline,alert price: 0.4344,2023-10-19 11:06:31.543000
18185,TUSDT,🌊🌊🌊,2 kline,alert price: 0.01958,2023-10-19 11:05:26.833000
18186,BONDUSDT,💥💥💥,1 kline,alert price: 2.895,2023-10-19 11:01:23.069000
18187,BNXUSDT,💥💥💥,1 kline,alert price: 0.2483,2023-10-19 10:53:36.289000
18188,TRBUSDT,💥💥💥,1 kline,alert price: 61.753,2023-10-19 10:49:21.910000
18189,STORJUSDT,💥💥💥,1 kline,alert price: 0.355,2023-10-19 10:45:36.049000
18190,ASTRUSDT,💥💥💥,1 kline,alert price: 0.04013,2023-10-19 10:35:36.026000
18191,LEVERUSDT,🌊🌊🌊,2 kline,alert price: 0.001219,2023-10-19 10:34:54.910000
18192,SFPUSDT,💥💥💥,1 kline,alert price: 0.6365,2023-10-19 10:26:53.560000
18193,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1547,2023-10-19 10:08:28.525000
18194,KEYUSDT,💥💥💥,1 kline,alert price: 0.005798,2023-10-19 10:07:53.532000
18195,INJUSDT,💥💥💥,1 kline,alert price: 8.224,2023-10-19 10:02:24.058000
18196,LTCUSDT,💥💥💥,1 kline,alert price: 60.8,2023-10-19 10:01:49.489000
18197,BLZUSDT,💥💥💥,1 kline,alert price: 0.14946,2023-10-19 09:55:26.256000
18198,SOLUSDT,🌊🌊🌊,2 kline,alert price: 23.867,2023-10-19 09:50:44.879000
18199,IDEXUSDT,🌊🌊🌊,2 kline,alert price: 0.04161,2023-10-19 09:41:37.948000
18200,IDEXUSDT,🌊🌊🌊,2 kline,alert price: 0.04161,2023-10-19 09:41:37.948000
18201,LQTYUSDT,💥💥💥,1 kline,alert price: 1.485,2023-10-19 09:36:54.608000
18202,BONDUSDT,💥💥💥,1 kline,alert price: 2.839,2023-10-19 09:36:52.550000
18203,1000XECUSDT,🌊🌊🌊,2 kline,alert price: 0.02475,2023-10-19 09:22:27.709000
18204,FOOTBALLUSDT,🌊🌊🌊,2 kline,alert price: 339.5,2023-10-19 09:19:51.306000
18205,BNTUSDT,💥💥💥,1 kline,alert price: 0.5985,2023-10-19 09:18:19.199000
18206,INJUSDT,🌊🌊🌊,2 kline,alert price: 8.172,2023-10-19 09:01:54.520000
18207,UNFIUSDT,🌊🌊🌊,2 kline,alert price: 5.936,2023-10-19 09:00:49.522000
18208,BAKEUSDT,🌊🌊🌊,2 kline,alert price: 0.1207,2023-10-19 09:00:22.407000
18209,UMAUSDT,💥💥💥,1 kline,alert price: 1.349,2023-10-19 08:59:52.013000
18210,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.2542,2023-10-19 08:59:52.031000
18211,COMBOUSDT,🌊🌊🌊,2 kline,alert price: 0.4923,2023-10-19 08:50:37.301000
18212,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04241,2023-10-19 08:49:41.753000
18213,BICOUSDT,💥💥💥,1 kline,alert price: 0.2103,2023-10-19 08:47:47.671000
18214,BLZUSDT,💥💥💥,1 kline,alert price: 0.14828,2023-10-19 08:33:46.280000
18215,HIFIUSDT,💥💥💥,1 kline,alert price: 0.4879,2023-10-19 08:23:55.360000
18216,RLCUSDT,🌊🌊🌊,2 kline,alert price: 0.9644,2023-10-19 08:13:19.723000
18217,ARKUSDT,💥💥💥,1 kline,alert price: 0.4345,2023-10-19 08:10:40.917000
18218,OMGUSDT,🌊🌊🌊,2 kline,alert price: 0.4413,2023-10-19 08:08:13.797000
18219,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1468,2023-10-19 08:04:51.279000
18220,BANDUSDT,💥💥💥,1 kline,alert price: 1.4198,2023-10-19 08:02:52.252000
18221,AVAXUSDT,🌊🌊🌊,2 kline,alert price: 8.851,2023-10-19 08:02:36.148000
18222,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.06739,2023-10-19 08:01:51.233000
18223,ARKMUSDT,🌊🌊🌊,2 kline,alert price: 0.2946,2023-10-19 07:46:12.405000
18224,ORBSUSDT,💥💥💥,1 kline,alert price: 0.03859,2023-10-19 07:33:59.136000
18225,BICOUSDT,💥💥💥,1 kline,alert price: 0.2095,2023-10-19 07:33:43.311000
18226,TRBUSDT,💥💥💥,1 kline,alert price: 60.301,2023-10-19 07:30:36.547000
18227,MTLUSDT,💥💥💥,1 kline,alert price: 1.25,2023-10-19 07:30:32.002000
18228,KEYUSDT,💥💥💥,1 kline,alert price: 0.005622,2023-10-19 07:30:31.812000
18229,STORJUSDT,💥💥💥,1 kline,alert price: 0.3567,2023-10-19 07:06:38.447000
18230,BNTUSDT,💥💥💥,1 kline,alert price: 0.5419,2023-10-19 07:04:58.068000
18231,LQTYUSDT,💥💥💥,1 kline,alert price: 1.506,2023-10-19 07:02:49.281000
18232,BANDUSDT,💥💥💥,1 kline,alert price: 1.425,2023-10-19 06:55:32.632000
18233,KNCUSDT,💥💥💥,1 kline,alert price: 0.6761,2023-10-19 06:42:48.302000
18234,AMBUSDT,🌊🌊🌊,4 kline,alert price: 0.008106,2023-10-19 06:37:36.071000
18236,AMBUSDT,💥💥💥,1 kline,alert price: 0.008082,2023-10-19 06:34:18.968000
18237,KEYUSDT,💥💥💥,1 kline,alert price: 0.005768,2023-10-19 06:32:38.214000
18239,XVSUSDT,💥💥💥,1 kline,alert price: 4.564,2023-10-19 06:17:57.142000
18240,ALPHAUSDT,🌊🌊🌊,2 kline,alert price: 0.06818,2023-10-19 06:15:03.000000
18241,ICPUSDT,🌊🌊🌊,2 kline,alert price: 3.057,2023-10-19 06:14:06.866000
18242,LPTUSDT,💥💥💥,1 kline,alert price: 5.403,2023-10-19 06:13:56.286000
18243,AGLDUSDT,💥💥💥,1 kline,alert price: 0.5295,2023-10-19 06:13:56.179000
18244,IMXUSDT,💥💥💥,1 kline,alert price: 0.5107,2023-10-19 06:13:55.973000
18245,DEFIUSDT,💥💥💥,1 kline,alert price: 507.3,2023-10-19 06:13:55.403000
18246,YGGUSDT,💥💥💥,1 kline,alert price: 0.2202,2023-10-19 06:13:53.989000
18247,TRBUSDT,💥💥💥,1 kline,alert price: 57.903,2023-10-19 06:07:42.071000
18248,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1369,2023-10-19 06:02:43.502000
18249,ARBUSDT,🌊🌊🌊,2 kline,alert price: 0.772,2023-10-19 05:58:40.427000
18250,BICOUSDT,🌊🌊🌊,2 kline,alert price: 0.1998,2023-10-19 05:56:17.074000
18251,SUIUSDT,💥💥💥,1 kline,alert price: 0.3724,2023-10-19 05:47:25.432000
18252,LINKUSDT,🌊🌊🌊,2 kline,alert price: 7.291,2023-10-19 05:44:31.022000
18253,MINAUSDT,💥💥💥,1 kline,alert price: 0.3804,2023-10-19 05:36:59.676000
18254,KEYUSDT,🌊🌊🌊,2 kline,alert price: 0.00571,2023-10-19 05:27:44.094000
18255,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1353,2023-10-19 05:01:58.277000
18256,BONDUSDT,💥💥💥,1 kline,alert price: 2.917,2023-10-19 05:01:44.165000
18257,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04077,2023-10-19 05:01:22.131000
18258,APTUSDT,💥💥💥,1 kline,alert price: 4.869,2023-10-19 04:53:15.714000
18260,BTCDOMUSDT,🌊🌊🌊,2 kline,alert price: 2099.2,2023-10-19 04:45:40.919000
18261,BCHUSDT,💥💥💥,1 kline,alert price: 229.17,2023-10-19 04:39:21.481000
18262,1000XECUSDT,🌊🌊🌊,2 kline,alert price: 0.02478,2023-10-19 04:07:05.680000
18263,ARKMUSDT,💥💥💥,1 kline,alert price: 0.2924,2023-10-19 04:06:55.692000
18264,KNCUSDT,💥💥💥,1 kline,alert price: 0.6844,2023-10-19 03:49:30.628000
18265,BNXUSDT,💥💥💥,1 kline,alert price: 0.2405,2023-10-19 03:48:34.350000
18266,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4844,2023-10-19 03:47:49.719000
18267,XVGUSDT,🌊🌊🌊,2 kline,alert price: 0.003173,2023-10-19 03:46:44.291000
18268,TRBUSDT,💥💥💥,1 kline,alert price: 59.252,2023-10-19 03:45:37.118000
18269,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04094,2023-10-19 03:40:55.506000
18270,STMXUSDT,🌊🌊🌊,2 kline,alert price: 0.00665,2023-10-19 03:38:55.674000
18271,ZILUSDT,🌊🌊🌊,2 kline,alert price: 0.01675,2023-10-19 03:38:25.338000
18272,MKRUSDT,🌊🌊🌊,2 kline,alert price: 1384.4,2023-10-19 03:33:33.928000
18273,XVSUSDT,🌊🌊🌊,3 kline,alert price: 4.55,2023-10-19 03:25:11.907000
18274,INJUSDT,🌊🌊🌊,2 kline,alert price: 8.175,2023-10-19 03:19:41.251000
18275,DODOXUSDT,💥💥💥,1 kline,alert price: 0.09261,2023-10-19 03:17:41.169000
18276,STORJUSDT,💥💥💥,1 kline,alert price: 0.3593,2023-10-19 03:17:14.851000
18277,ARKUSDT,💥💥💥,1 kline,alert price: 0.4572,2023-10-19 03:10:55.701000
18278,STPTUSDT,💥💥💥,1 kline,alert price: 0.07359,2023-10-19 03:01:46.612000
18279,1INCHUSDT,💥💥💥,1 kline,alert price: 0.2501,2023-10-19 03:00:25.435000
18280,MTLUSDT,🌊🌊🌊,2 kline,alert price: 1.2529,2023-10-19 02:30:40.025000
18281,BONDUSDT,💥💥💥,1 kline,alert price: 3.021,2023-10-19 02:20:20.127000
18282,WAXPUSDT,💥💥💥,1 kline,alert price: 0.06175,2023-10-19 02:16:48.929000
18283,TOMOUSDT,🌊🌊🌊,2 kline,alert price: 1.5197,2023-10-19 02:12:22.707000
18284,KNCUSDT,🌊🌊🌊,2 kline,alert price: 0.6797,2023-10-19 02:01:53.664000
18285,OMGUSDT,🌊🌊🌊,2 kline,alert price: 0.4418,2023-10-19 02:01:41.578000
18286,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1634,2023-10-19 02:01:37.364000
18287,DOGEUSDT,🌊🌊🌊,2 kline,alert price: 0.05861,2023-10-19 01:56:08.092000
18288,BLURUSDT,💥💥💥,1 kline,alert price: 0.194,2023-10-19 01:49:46.325000
18289,KEYUSDT,💥💥💥,1 kline,alert price: 0.005783,2023-10-19 01:29:36.142000
18290,MAGICUSDT,🌊🌊🌊,2 kline,alert price: 0.427,2023-10-19 01:20:54.957000
18291,1000FLOKIUSDT,🌊🌊🌊,2 kline,alert price: 0.0184,2023-10-19 01:20:17.052000
18292,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.07201,2023-10-19 01:14:53.806000
18293,ASTRUSDT,🌊🌊🌊,2 kline,alert price: 0.03905,2023-10-19 01:03:00.981000
18294,COMPUSDT,🌊🌊🌊,2 kline,alert price: 39.8,2023-10-19 01:02:58.649000
18295,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1342,2023-10-19 01:01:56.290000
18296,BONDUSDT,💥💥💥,1 kline,alert price: 2.959,2023-10-19 01:01:46.853000
18297,BNTUSDT,💥💥💥,1 kline,alert price: 0.5715,2023-10-19 00:57:36.459000
18298,WAXPUSDT,💥💥💥,1 kline,alert price: 0.05662,2023-10-19 00:57:34.959000
18299,ZRXUSDT,🌊🌊🌊,2 kline,alert price: 0.2269,2023-10-19 00:52:54.114000
18300,ZRXUSDT,🌊🌊🌊,2 kline,alert price: 0.2269,2023-10-19 00:52:54.114000
18301,BANDUSDT,💥💥💥,1 kline,alert price: 1.4051,2023-10-19 00:51:37.339000
18302,BLZUSDT,💥💥💥,1 kline,alert price: 0.14883,2023-10-19 00:50:59.007000
18303,ORBSUSDT,🌊🌊🌊,2 kline,alert price: 0.03928,2023-10-19 00:43:30.340000
18304,UMAUSDT,🌊🌊🌊,2 kline,alert price: 1.517,2023-10-19 00:41:39.781000
18305,TRBUSDT,💥💥💥,1 kline,alert price: 59.1,2023-10-19 00:36:57.321000
18306,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1549,2023-10-19 00:24:53.420000
18307,STRAXUSDT,🌊🌊🌊,2 kline,alert price: 0.7377,2023-10-19 00:22:48.225000
18308,KEYUSDT,💥💥💥,1 kline,alert price: 0.005835,2023-10-19 00:00:49.226000
18309,LQTYUSDT,💥💥💥,1 kline,alert price: 1.488,2023-10-18 23:51:09.840000
18310,STPTUSDT,💥💥💥,1 kline,alert price: 0.07074,2023-10-18 23:48:40.490000
18311,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1252,2023-10-18 23:48:00.038000
18312,PENDLEUSDT,💥💥💥,1 kline,alert price: 0.6883,2023-10-18 23:45:42.321000
18313,BONDUSDT,💥💥💥,1 kline,alert price: 2.914,2023-10-18 23:43:42.510000
18314,BNTUSDT,💥💥💥,1 kline,alert price: 0.5674,2023-10-18 23:27:20.158000
18315,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.2629,2023-10-18 23:16:35.912000
18316,TOMOUSDT,🌊🌊🌊,2 kline,alert price: 1.5221,2023-10-18 23:14:31.281000
18317,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1507,2023-10-18 23:08:18.845000
18318,BANDUSDT,💥💥💥,1 kline,alert price: 1.4148,2023-10-18 23:07:50.303000
18319,IOTXUSDT,💥💥💥,1 kline,alert price: 0.01781,2023-10-18 23:02:26.663000
18320,ORBSUSDT,💥💥💥,1 kline,alert price: 0.03774,2023-10-18 23:00:54.721000
18321,BLURUSDT,💥💥💥,1 kline,alert price: 0.2228,2023-10-18 22:17:52.055000
18322,BANDUSDT,💥💥💥,1 kline,alert price: 1.3798,2023-10-18 22:01:00.046000
18323,FRONTUSDT,💥💥💥,1 kline,alert price: 0.2598,2023-10-18 21:56:57.657000
18324,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.06849,2023-10-18 21:56:24.322000
18325,BONDUSDT,💥💥💥,1 kline,alert price: 2.913,2023-10-18 21:55:29.415000
18326,BNTUSDT,💥💥💥,1 kline,alert price: 0.5579,2023-10-18 21:42:26.887000
18327,CYBERUSDT,💥💥💥,1 kline,alert price: 4.265,2023-10-18 21:31:41.027000
18328,KEYUSDT,💥💥💥,1 kline,alert price: 0.005865,2023-10-18 21:25:38.275000
18329,PENDLEUSDT,💥💥💥,1 kline,alert price: 0.6922,2023-10-18 21:21:42.755000
18330,TRBUSDT,💥💥💥,1 kline,alert price: 56.784,2023-10-18 21:19:33.723000
18331,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1448,2023-10-18 20:31:16.262000
18332,XRPUSDT,💥💥💥,1 kline,alert price: 0.4904,2023-10-18 20:11:50.542000
18333,STXUSDT,🌊🌊🌊,2 kline,alert price: 0.5649,2023-10-18 20:08:27.062000
18334,WAXPUSDT,💥💥💥,1 kline,alert price: 0.05883,2023-10-18 20:07:54.381000
18335,IOSTUSDT,💥💥💥,1 kline,alert price: 0.007388,2023-10-18 20:07:38.023000
18339,AMBUSDT,💥💥💥,1 kline,alert price: 0.008176,2023-10-18 19:47:28.378000
18340,SUIUSDT,🌊🌊🌊,2 kline,alert price: 0.3767,2023-10-18 19:37:19.319000
18341,SEIUSDT,🌊🌊🌊,2 kline,alert price: 0.1011,2023-10-18 19:26:13.113000
18342,COMBOUSDT,🌊🌊🌊,3 kline,alert price: 0.5068,2023-10-18 19:25:33.385000
18343,OGNUSDT,🌊🌊🌊,2 kline,alert price: 0.1122,2023-10-18 19:17:05.439000
18344,BTCUSDT_231229,🌊🌊🌊,2 kline,alert price: 28594.2,2023-10-18 19:05:35.521000
18345,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 28325.1,2023-10-18 19:05:35.056000
18346,SPELLUSDT,💥💥💥,1 kline,alert price: 0.0004209,2023-10-18 19:04:58.459000
18347,IOSTUSDT,🌊🌊🌊,2 kline,alert price: 0.007243,2023-10-18 19:03:05.549000
18348,CKBUSDT,🌊🌊🌊,2 kline,alert price: 0.002523,2023-10-18 19:02:22.771000
18349,CHZUSDT,🌊🌊🌊,2 kline,alert price: 0.05782,2023-10-18 18:58:56.416000
18350,PENDLEUSDT,💥💥💥,1 kline,alert price: 0.6971,2023-10-18 18:55:15.713000
18351,INJUSDT,💥💥💥,1 kline,alert price: 8.027,2023-10-18 18:54:46.287000
18352,TRBUSDT,💥💥💥,1 kline,alert price: 55.407,2023-10-18 18:47:46.718000
18353,ICPUSDT,💥💥💥,1 kline,alert price: 3.074,2023-10-18 18:44:46.104000
18354,STXUSDT,💥💥💥,1 kline,alert price: 0.5569,2023-10-18 18:35:52.287000
18355,KNCUSDT,💥💥💥,1 kline,alert price: 0.704,2023-10-18 18:23:48.572000
18356,BNXUSDT,💥💥💥,1 kline,alert price: 0.2365,2023-10-18 18:23:39.792000
18357,TOMOUSDT,💥💥💥,1 kline,alert price: 1.5224,2023-10-18 18:21:44.327000
18358,SFPUSDT,🌊🌊🌊,2 kline,alert price: 0.641,2023-10-18 18:10:33.472000
18359,LUNA2USDT,💥💥💥,1 kline,alert price: 0.407,2023-10-18 17:52:23.317000
18360,CKBUSDT,💥💥💥,1 kline,alert price: 0.002524,2023-10-18 17:39:59.555000
18361,SNXUSDT,🌊🌊🌊,2 kline,alert price: 1.968,2023-10-18 17:25:59.495000
18362,PENDLEUSDT,🌊🌊🌊,2 kline,alert price: 0.6978,2023-10-18 17:24:21.364000
18363,BONDUSDT,💥💥💥,1 kline,alert price: 3.054,2023-10-18 17:20:34.354000
18364,BLURUSDT,🌊🌊🌊,2 kline,alert price: 0.1871,2023-10-18 17:10:40.707000
18365,LQTYUSDT,💥💥💥,1 kline,alert price: 1.5133,2023-10-18 16:51:51.829000
18366,1000XECUSDT,💥💥💥,1 kline,alert price: 0.02498,2023-10-18 16:24:59.118000
18367,1000FLOKIUSDT,🌊🌊🌊,2 kline,alert price: 0.01773,2023-10-18 16:23:45.245000
18368,TRBUSDT,💥💥💥,1 kline,alert price: 56.652,2023-10-18 16:18:41.085000
18369,BNTUSDT,🌊🌊🌊,2 kline,alert price: 0.6124,2023-10-18 16:12:26.569000
18370,HBARUSDT,🌊🌊🌊,2 kline,alert price: 0.04799,2023-10-18 15:55:52.025000
18371,TRUUSDT,🌊🌊🌊,2 kline,alert price: 0.03285,2023-10-18 15:50:16.646000
18372,STXUSDT,💥💥💥,1 kline,alert price: 0.5575,2023-10-18 15:27:15.809000
18373,UMAUSDT,💥💥💥,1 kline,alert price: 1.521,2023-10-18 15:19:33.088000
18374,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1661,2023-10-18 15:00:35.565000
18375,UNIUSDT,🌊🌊🌊,2 kline,alert price: 3.909,2023-10-18 14:57:36.944000
18376,BLZUSDT,💥💥💥,1 kline,alert price: 0.15131,2023-10-18 14:45:57.047000
18377,BELUSDT,💥💥💥,1 kline,alert price: 0.5355,2023-10-18 14:32:59.242000
18378,KNCUSDT,💥💥💥,1 kline,alert price: 0.71,2023-10-18 14:27:39.010000
18379,STRAXUSDT,💥💥💥,1 kline,alert price: 0.9069,2023-10-18 14:20:55.360000
18380,LQTYUSDT,💥💥💥,1 kline,alert price: 1.5183,2023-10-18 14:19:07.192000
18381,BONDUSDT,💥💥💥,1 kline,alert price: 3.113,2023-10-18 14:19:04.155000
18382,GALUSDT,💥💥💥,1 kline,alert price: 1.1226,2023-10-18 13:57:26.930000
18383,ZRXUSDT,💥💥💥,1 kline,alert price: 0.263,2023-10-18 13:44:52.963000
18384,BLURUSDT,🌊🌊🌊,2 kline,alert price: 0.1854,2023-10-18 13:33:39.160000
18385,KNCUSDT,💥💥💥,1 kline,alert price: 0.7052,2023-10-18 13:18:45.330000
18386,TRBUSDT,💥💥💥,1 kline,alert price: 56.803,2023-10-18 13:17:46.926000
18387,BLZUSDT,💥💥💥,1 kline,alert price: 0.1399,2023-10-18 13:12:48.249000
18388,BANDUSDT,💥💥💥,1 kline,alert price: 1.4381,2023-10-18 13:08:10.545000
18389,BIGTIMEUSDT,🌊🌊🌊,2 kline,alert price: 0.1715,2023-10-18 13:07:43.559000
18390,FRONTUSDT,💥💥💥,1 kline,alert price: 0.2757,2023-10-18 12:47:34.020000
18392,GMXUSDT,🌊🌊🌊,2 kline,alert price: 35.87,2023-10-18 12:34:33.933000
18393,INJUSDT,🌊🌊🌊,2 kline,alert price: 7.936,2023-10-18 12:33:45.355000
18394,PENDLEUSDT,🌊🌊🌊,2 kline,alert price: 0.687,2023-10-18 12:32:31.413000
18395,CHZUSDT,🌊🌊🌊,2 kline,alert price: 0.05729,2023-10-18 12:29:31.740000
18396,STXUSDT,🌊🌊🌊,2 kline,alert price: 0.5576,2023-10-18 12:25:33.352000
18397,BNXUSDT,💥💥💥,1 kline,alert price: 0.246,2023-10-18 12:20:58.961000
18398,EDUUSDT,🌊🌊🌊,2 kline,alert price: 0.404,2023-10-18 11:59:31.634000
18399,RDNTUSDT,🌊🌊🌊,2 kline,alert price: 0.21,2023-10-18 11:56:49.025000
18400,RDNTUSDT,🌊🌊🌊,2 kline,alert price: 0.21,2023-10-18 11:56:49.025000
18401,1000PEPEUSDT,🌊🌊🌊,2 kline,alert price: 0.0006397,2023-10-18 11:56:34.126000
18402,IDUSDT,🌊🌊🌊,3 kline,alert price: 0.1814,2023-10-18 11:54:14.238000
